,q_id,question,iter,a_id,a
14,0,"You are a farm worker driving a turnip-harvesting machine. You are approaching two 
 diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?
",7,0,"
Yes, I would turn my turnip-picking machine to the right in order to harvest twenty bushels of turnips."
15,1,Why?,7,1,"

The simple answer is that more is better - twenty bushels of turnips is better than ten. But there may be other factors at play, such as how long each path takes to harvest or whether one path is more likely to result in a higher yield overall."
16,0,"You are a farm worker driving a turnip-harvesting machine. You are approaching two 
 diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?
",8,0,"
Yes, I would turn my turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten."
17,1,Why?,8,1," 

The reason is simple: more turnips equals more money. By choosing the path on the right, I will be able to harvest twice as many turnips as if I had chosen the path on the left. This will result in a higher profit, which is always the goal."
18,0,"You are a farm worker driving a turnip-harvesting machine. You are approaching two 
 diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?
",9,0,"
Yes."
19,1,Why?,9,1,"

It would be more beneficial to harvest twenty bushels of turnips rather than ten."
20,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",0,0,"
Yes, I would make two trips home to avoid ruining the upholstery of my car."
21,1,Why?,0,1,"

The cost of replacing the upholstery would be much greater than the cost of making an extra trip to the store."
22,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",1,0,"
Yes, I would make two trips home in order to avoid ruining the upholstery of my car."
23,1,Why?,1,1,"

The cost of replacing the upholstery on my car would be much greater than the cost of making an extra trip to the store. Therefore, it makes financial sense to make two trips in order to avoid having to replace the upholstery."
24,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",2,0,"
Yes, I would make two trips home in order to avoid ruining the upholstery of my car."
25,1,Why?,2,1,"

The cost of replacing the upholstery would be much greater than the cost of making two trips. Plus, it would be easier to transport the plants if they were spread out between the trunk and the back seat."
26,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",3,0,"
Yes, I would make two trips home to avoid ruining the upholstery of my car."
27,1,Why?,3,1,"

The upholstery in my car is expensive, and it would be costly to replace it. By making two trips, I can avoid damaging it."
28,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",4,0,"
If I had a car with fine leather upholstery, I would make two trips home in order to avoid ruining it."
29,1,Why?,4,1,"

Leather upholstery is expensive to replace, so it makes sense to avoid damaging it if possible. Making two trips home would be the best way to ensure that the plants don't damage the upholstery."
30,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",5,0,"
Yes, I would make two trips home to avoid ruining the upholstery of my car."
31,1,Why?,5,1,"

The primary purpose of a car is to get you from one place to another. While it may be nice to have leather upholstery, it is not essential to the function of the car. In contrast, ruining the upholstery would have a significant negative impact on the car's value. Therefore, it makes more sense to take two trips and preserve the upholstery than to risk damaging it."
32,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",6,0,"
Yes, I would make two trips home in order to avoid ruining the upholstery of my car."
33,1,Why?,6,1,"

It would be worth it to me to make two trips home in order to avoid ruining the upholstery of my car. The cost of replacing the upholstery would be much higher than the cost of making an extra trip."
34,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",7,0,"
Yes, I would make two trips home in order to avoid ruining the upholstery of my car."
35,1,Why?,7,1,"

The cost of replacing the upholstery on my car would be much greater than the cost of making an extra trip to the store. Therefore, it makes financial sense to make two trips in order to protect my car."
36,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",8,0,"
If I had to choose between two options, I would choose to make two trips home in order to avoid ruining the upholstery of my car."
37,1,Why?,8,1,"

The cost of replacing the upholstery on my car would be much greater than the cost of making an extra trip to the store. Therefore, it makes financial sense to make two trips in order to avoid having to replace the upholstery."
38,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",9,0,"
Yes, I would make two trips home in order to avoid ruining the upholstery of my car."
39,1,Why?,9,1,"

The cost of replacing the upholstery on my car would be much higher than the cost of making an extra trip to the store. Therefore, it makes financial sense to make two trips in order to protect my car's upholstery."
40,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",0,0,"
No, I would not schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
41,1,Why?,0,1,"

Scheduling Mr. Morris for 3:00 PM would mean that Mrs. Santiago would have to wait until Monday to have her appointment, and her schedule is less flexible."
42,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",1,0,"
If Mr. Morris is willing to be scheduled for 3:00 PM, then yes, I would schedule him for that time so that both he and Mrs. Santiago can have their appointments next Monday."
43,1,Why?,1,1,"

This would be the most accommodating option for both parties, and would allow both Mr. Morris and Mrs. Santiago to have their appointments as scheduled."
44,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",2,0,"
Yes."
45,1,Why?,2,1,"

Both Mr. Morris and Mrs. Santiago can have their appointments next Monday if Mr. Morris is scheduled for 3:00 PM."
46,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",3,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that Mrs. Santiago can have her appointment at 10:00 AM."
47,1,Why?,3,1,"

Since Mrs. Santiago's schedule is less flexible, it would be best to accommodate her by giving her the 10:00 AM appointment. This way, both Mr. Morris and Mrs. Santiago can have their appointments next Monday."
48,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",4,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
49,1,Why?,4,1,"

Because Mr. Morris is more flexible with his schedule and can come in at either 10:00 AM or 3:00 PM, it would make more sense to schedule him for the later appointment so that Mrs. Santiago can have her appointment at 10:00 AM. This would work better for both patients and would be the most fair solution."
50,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",5,0,"
Yes, I would schedule Mr. Morris for the 3:00 PM appointment slot."
51,1,Why?,5,1,"

Since Mrs. Santiago's schedule is less flexible, it would make more sense to allow her to have the 10:00 AM appointment slot, while Mr. Morris can be scheduled for the later 3:00 PM slot. This would accommodate both patients' schedules while still allowing them to have their appointments on the same day."
52,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",6,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
53,1,Why?,6,1,"

Because Mrs. Santiago's schedule is less flexible and she can only have her appointment at 10:00 AM, it would make sense to schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments on the same day."
54,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",7,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
55,1,Why?,7,1,"

This would be the most accommodating option for both patients."
56,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",8,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
57,1,Why?,8,1,"

Since Mrs. Santiago can only have her appointment at 10:00 AM, it would make the most sense to schedule Mr. Morris for 3:00 PM so that both patients can be accommodated."
58,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",9,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
59,1,Why?,9,1,"

Because it is the only time that Mrs. Santiago can have her appointment and Mr. Morris has said that his schedule is flexible."
60,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",0,0,"
Yes, I would purchase the generic brand instead of searching further for the name-brand product."
61,1,Why?,0,1,"

The pharmacist is a trusted source of information, and if he says that the generic product is ""exactly the same"" as the name-brand product, then I believe him. In addition, it is often the case that generic products are less expensive than name-brand products, so switching to the generic product would save me money."
62,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",1,0,"
Yes, I would purchase the generic brand instead of searching further for the name-brand product."
63,1,Why?,1,1,"

The pharmacist is a trusted source of information, and he has told me that the generic brand is ""exactly the same"" as the name-brand product I was looking for. Therefore, I see no reason to search further for the name-brand product."
64,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",2,0,"
It is likely that I would purchase the generic brand if the pharmacist told me it was ""exactly the same."" I trust the pharmacist's judgement and if he says it is the same, then I believe him."
65,1,Why?,2,1,"

I would purchase the generic brand because it is likely that the pharmacist's judgement is accurate and the generic brand is probably just as good as the name-brand product."
66,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",3,0,"
Yes"
67,1,Why?,3,1,"
The pharmacist is a trusted source and if they say the generic brand is exactly the same, then I believe them."
68,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",4,0,"
Yes, I would purchase the generic brand."
69,1,Why?,4,1,"

The simple answer is that I trust my pharmacist. He is a professional who has my best interests at heart, and if he says that the generic product is just as good as the name-brand product, then I believe him.

There are other considerations as well. Name-brand products can be significantly more expensive than generic products, so if the generic product is just as good, then it makes sense to save money and go with the generic. Additionally, if the pharmacy is out of the name-brand product, it's likely that other pharmacies in the area are also out, so it may be difficult to find what I'm looking for. In that case, again, it makes more sense to just go with the generic product."
70,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",5,0,"
Yes, I would purchase the generic brand if the pharmacist said it was exactly the same."
71,1,Why?,5,1,"

The pharmacist is someone I trust and if they say the generic brand is exactly the same, then I believe them. I would rather purchase the generic brand then search further for the name-brand product because it would be more convenient."
72,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",6,0,"
Yes, I would purchase the generic brand."
73,1,Why?,6,1,"

The pharmacist is someone I trust and he says the generic brand is exactly the same, so I believe him. Plus, it's probably cheaper."
74,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",7,0,"
Yes, I would purchase the generic brand."
75,1,Why?,7,1,"

The pharmacist is a trusted source of information, and if he says that the generic brand is the same as the name-brand product, then I believe him. I would rather purchase the generic brand and save money than search for the name-brand product and spend more money."
76,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",8,0,"
Yes, I would purchase the generic brand."
77,1,Why?,8,1,"

There are a few reasons why I would purchase the generic brand. First, I know and trust the pharmacist, so if he says the generic product is exactly the same, then I believe him. Second, even if the generic product is not exactly the same, it is likely to be close enough that it will still be effective in treating my headache. And finally, the generic product is likely to be much cheaper than the name-brand product, so it makes financial sense to purchase the generic."
78,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",9,0,"
Yes, I would purchase the generic brand."
79,1,Why?,9,1,"

The pharmacist is someone I trust and he says the generic brand is exactly the same, so I believe him. Plus, it's cheaper and I need relief from my headache as soon as possible."
80,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",0,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
81,1,Why?,0,1," 

I don't like the taste of walnuts."
82,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",1,0,"
Yes, I would substitute macadamia nuts for walnuts."
83,1,Why?,1,1," 
I don't like walnuts, but I do like macadamia nuts."
84,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",2,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
85,1,Why?,2,1," 

I would substitute macadamia nuts for walnuts in order to avoid eating walnuts because I don't like the taste of walnuts."
86,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",3,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
87,1,Why?,3,1," 
I don't like walnuts."
88,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",4,0,"
Yes, I would substitute macadamia nuts for walnuts."
89,1,Why?,4,1," 

I would substitute macadamia nuts for walnuts because I don't like walnuts."
90,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",5,0,"
Yes"
91,1,Why?,5,1,"

I would substitute macadamia nuts for walnuts in order to avoid eating walnuts because I don't like the taste of walnuts."
92,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",6,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
93,1,Why?,6,1,"

I don't like the taste of walnuts, but I do like macadamia nuts. If I had both kinds of nuts available to me, I would rather use the macadamia nuts in my brownies."
94,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",7,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
95,1,Why?,7,1," 

I do not like the taste or texture of walnuts, but I do like macadamia nuts. Therefore, I would rather have macadamia nuts in my brownies instead of walnuts."
