"prolific_id","dataset_id","respondent_id","title","cond","source","id_first","item_idx","item_id","q_id","q0","a0","a1","question","answer","choseLeft","rt","time"
"basile","2","17.0","Euthanasia","personal_moral","AI","0","3","118","2","You are the leader of a small group of soldiers. You are on   your way back from a completed mission deep in enemy territory when one of your men has stepped in trap that has been set by the enemy and is badly injured. The trap is connected to a radio device that by now has alerted the enemy to your presence. They will soon be on their way. If the enemy finds your injured man they will torture him and kill him. He begs you not to leave him behind, but if you try to take him with you your entire group will be captured. The only way to prevent this injured soldier from being tortured is to shoot him yourself. Is it appropriate for you to shoot this soldier in order to prevent him from being tortured by the enemy? ","yes","killing the solder luckily is a merciful way to end his suffering and avoid torture.","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","0","6727","2023-05-17 17:06:55"
"basile","2","5c3f3ae7d831ed0001f78c4f","Reversed Turnips","non_moral","Human","1","4","126","2","You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest thirty bushels of turnips. By choosing the path on the right you will harvest fifteen bushels of turnips. If you do nothing your turnip-picking machine will turn to the left. Would you turn your turnip-harvesting machine to the right in order to harvest fifteen bushels of turnips instead of thirty?","no","it would be more worth while to have 30 bushels","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","1","4563","2023-05-17 17:06:59"
"basile","2","5c3f3ae7d831ed0001f78c4f","Reversed Turnips","non_moral","Human","1","4","126","0","You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest thirty bushels of turnips. By choosing the path on the right you will harvest fifteen bushels of turnips. If you do nothing your turnip-picking machine will turn to the left. Would you turn your turnip-harvesting machine to the right in order to harvest fifteen bushels of turnips instead of thirty?","no","it would be more worth while to have 30 bushels","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","4563","2023-05-17 17:06:59"
"basile","2","5c3f3ae7d831ed0001f78c4f","Reversed Turnips","non_moral","Human","1","4","126","1","You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest thirty bushels of turnips. By choosing the path on the right you will harvest fifteen bushels of turnips. If you do nothing your turnip-picking machine will turn to the left. Would you turn your turnip-harvesting machine to the right in order to harvest fifteen bushels of turnips instead of thirty?","no","it would be more worth while to have 30 bushels","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","4563","2023-05-17 17:07:00"
"basile","2","60fd310fff5b2600c9d95554","Standard Turnips","non_moral","Human","0","5","122","0","You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?","yes","because your a farmer whose job is to harvest as many turnips as possible. it makes sense to turn right and harvest more.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","1","3506","2023-05-17 17:07:03"
"basile","2","60fd310fff5b2600c9d95554","Standard Turnips","non_moral","Human","0","5","122","1","You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?","yes","because your a farmer whose job is to harvest as many turnips as possible. it makes sense to turn right and harvest more.","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","3506","2023-05-17 17:07:04"
"basile","2","60fd310fff5b2600c9d95554","Standard Turnips","non_moral","Human","0","5","122","2","You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?","yes","because your a farmer whose job is to harvest as many turnips as possible. it makes sense to turn right and harvest more.","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","1","3506","2023-05-17 17:07:04"
"basile","2","5c3f3ae7d831ed0001f78c4f","Crying Baby","personal_moral","Human","1","6","113","2","Enemy soldiers have taken over your village. They have orders to kill all  remaining civilians. You and some of your townspeople have sought refuge in the cellar of a large house. Outside you hear the voices of soldiers who have come to search the house for valuables. Your baby begins to cry loudly. You cover his mouth to block the sound. If you remove your hand from his mouth his crying will summon the attention of the soldiers who will kill you, your child, and the others hiding out in the cellar. To save yourself and the others you must smother your child to death. Is it appropriate for you to smother your child in order to save yourself and the other townspeople?","yes","it would save everyone else","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","0","6304","2023-05-17 17:07:09"
"basile","2","5c3f3ae7d831ed0001f78c4f","Crying Baby","personal_moral","Human","1","6","113","0","Enemy soldiers have taken over your village. They have orders to kill all  remaining civilians. You and some of your townspeople have sought refuge in the cellar of a large house. Outside you hear the voices of soldiers who have come to search the house for valuables. Your baby begins to cry loudly. You cover his mouth to block the sound. If you remove your hand from his mouth his crying will summon the attention of the soldiers who will kill you, your child, and the others hiding out in the cellar. To save yourself and the others you must smother your child to death. Is it appropriate for you to smother your child in order to save yourself and the other townspeople?","yes","it would save everyone else","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","0","6304","2023-05-17 17:07:09"
"basile","2","5c3f3ae7d831ed0001f78c4f","Crying Baby","personal_moral","Human","1","6","113","1","Enemy soldiers have taken over your village. They have orders to kill all  remaining civilians. You and some of your townspeople have sought refuge in the cellar of a large house. Outside you hear the voices of soldiers who have come to search the house for valuables. Your baby begins to cry loudly. You cover his mouth to block the sound. If you remove your hand from his mouth his crying will summon the attention of the soldiers who will kill you, your child, and the others hiding out in the cellar. To save yourself and the others you must smother your child to death. Is it appropriate for you to smother your child in order to save yourself and the other townspeople?","yes","it would save everyone else","Do you agree with the second answer from the blue character (justification)? (#2)","No","0","6304","2023-05-17 17:07:09"
"basile","2","24.0","Choosing Classes","non_moral","AI","1","7","119","2","You are beginning your senior year of college. In order to fulfill your   graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements? ","yes","take histroy in the fall to meet graduation requirements.","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","1","10586","2023-05-17 17:07:20"
"basile","2","24.0","Choosing Classes","non_moral","AI","1","7","119","0","You are beginning your senior year of college. In order to fulfill your   graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements? ","yes","take histroy in the fall to meet graduation requirements.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","10586","2023-05-17 17:07:20"
"basile","2","24.0","Choosing Classes","non_moral","AI","1","7","119","1","You are beginning your senior year of college. In order to fulfill your   graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements? ","yes","take histroy in the fall to meet graduation requirements.","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","10586","2023-05-17 17:07:20"
"basile","2","614726b73ab8022a9edc7f45","Bomb 2","personal_moral","Human","0","8","109","1","You are negotiating with a powerful and determined terrorist who is about to  set off a bomb in a crowded area. Your one advantage is that you have his teenage son in your custody. There is only one thing that you can do to stop him from detonating his bomb, which will kill thousands of people if detonated. To stop him, you must contact him over the satellite hook-up that he has established and, in front of the camera, break one of his son's arms and then threaten to break the other one if he does not give himself up. Is it appropriate for you to break the terrorist's son's arm in order to prevent the terrorist from killing thousands of people with his bomb?","no","there is no negotiating with terrorists. if he cares so little about other human beings, he is likely to have the dame level of disregard for his son. i will not stoop to that level. ","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","10223","2023-05-17 17:07:31"
"basile","2","614726b73ab8022a9edc7f45","Bomb 2","personal_moral","Human","0","8","109","0","You are negotiating with a powerful and determined terrorist who is about to  set off a bomb in a crowded area. Your one advantage is that you have his teenage son in your custody. There is only one thing that you can do to stop him from detonating his bomb, which will kill thousands of people if detonated. To stop him, you must contact him over the satellite hook-up that he has established and, in front of the camera, break one of his son's arms and then threaten to break the other one if he does not give himself up. Is it appropriate for you to break the terrorist's son's arm in order to prevent the terrorist from killing thousands of people with his bomb?","no","there is no negotiating with terrorists. if he cares so little about other human beings, he is likely to have the dame level of disregard for his son. i will not stoop to that level. ","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","1","10223","2023-05-17 17:07:31"
"basile","2","614726b73ab8022a9edc7f45","Bomb 2","personal_moral","Human","0","8","109","2","You are negotiating with a powerful and determined terrorist who is about to  set off a bomb in a crowded area. Your one advantage is that you have his teenage son in your custody. There is only one thing that you can do to stop him from detonating his bomb, which will kill thousands of people if detonated. To stop him, you must contact him over the satellite hook-up that he has established and, in front of the camera, break one of his son's arms and then threaten to break the other one if he does not give himself up. Is it appropriate for you to break the terrorist's son's arm in order to prevent the terrorist from killing thousands of people with his bomb?","no","there is no negotiating with terrorists. if he cares so little about other human beings, he is likely to have the dame level of disregard for his son. i will not stoop to that level. ","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","1","10223","2023-05-17 17:07:32"
"basile","2","5d6e570e8c129300166dba20","Scheduling","non_moral","Human","0","9","130","0","You are in charge of scheduling appointments in a dentist's office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morris's schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago's schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?","yes","it would mean both patients could be seen on the same day","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","5337","2023-05-17 17:07:36"
"basile","2","5d6e570e8c129300166dba20","Scheduling","non_moral","Human","0","9","130","1","You are in charge of scheduling appointments in a dentist's office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morris's schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago's schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?","yes","it would mean both patients could be seen on the same day","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","5337","2023-05-17 17:07:36"
"basile","2","5d6e570e8c129300166dba20","Scheduling","non_moral","Human","0","9","130","2","You are in charge of scheduling appointments in a dentist's office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morris's schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago's schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?","yes","it would mean both patients could be seen on the same day","Do you think the blue character involved in this dialogue was an artificial intelligence?","Human","1","5337","2023-05-17 17:07:36"
"basile","2","11.0","Preventing the Spread 2","personal_moral","AI","0","10","94","0","You are a waiter. You overhear one of your customers say that he   is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV? ","yes","the waiter needs to protect others and has to stop the man's plan, as they know it is true.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","22015","2023-05-17 17:07:58"
"basile","2","11.0","Preventing the Spread 2","personal_moral","AI","0","10","94","1","You are a waiter. You overhear one of your customers say that he   is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV? ","yes","the waiter needs to protect others and has to stop the man's plan, as they know it is true.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","22015","2023-05-17 17:07:58"
"basile","2","11.0","Preventing the Spread 2","personal_moral","AI","0","10","94","2","You are a waiter. You overhear one of your customers say that he   is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV? ","yes","the waiter needs to protect others and has to stop the man's plan, as they know it is true.","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","0","22015","2023-05-17 17:07:59"
"basile","2","60d8f98d9d58bf54aeb8438a","Vaccine Policy","impersonal_moral","Human","0","11","124","0","You work for the Bureau of Health, a government agency. You are deciding  whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?","yes","the postive outcomes outweight the negative. ","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","1","8897","2023-05-17 17:08:08"
"basile","2","60d8f98d9d58bf54aeb8438a","Vaccine Policy","impersonal_moral","Human","0","11","124","1","You work for the Bureau of Health, a government agency. You are deciding  whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?","yes","the postive outcomes outweight the negative. ","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","8897","2023-05-17 17:08:08"
"basile","2","60d8f98d9d58bf54aeb8438a","Vaccine Policy","impersonal_moral","Human","0","11","124","2","You work for the Bureau of Health, a government agency. You are deciding  whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?","yes","the postive outcomes outweight the negative. ","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","1","8897","2023-05-17 17:08:08"
"basile","2","60d8f98d9d58bf54aeb8438a","Lost Wallet","impersonal_moral","Human","1","12","95","2","You are walking down the street when you come across a wallet lying  on the ground. You open the wallet and find that it contains several hundred dollars in cash as well the owner's driver's license. From the credit cards and other items in the wallet it's very clear that the wallet's owner is wealthy. You, on the other hand, have been hit by hard times recently and could really use some extra money. You consider sending the wallet back to the owner without the cash, keeping the cash for yourself. Is it appropriate for you to keep the money you found in the wallet in order to have more money for yourself?","no","honesty is always the best policy. i would return everything to it's rightful owner. ","Do you think the blue character involved in this dialogue was an artificial intelligence?","Human","1","7281","2023-05-17 17:08:15"
"basile","2","60d8f98d9d58bf54aeb8438a","Lost Wallet","impersonal_moral","Human","1","12","95","0","You are walking down the street when you come across a wallet lying  on the ground. You open the wallet and find that it contains several hundred dollars in cash as well the owner's driver's license. From the credit cards and other items in the wallet it's very clear that the wallet's owner is wealthy. You, on the other hand, have been hit by hard times recently and could really use some extra money. You consider sending the wallet back to the owner without the cash, keeping the cash for yourself. Is it appropriate for you to keep the money you found in the wallet in order to have more money for yourself?","no","honesty is always the best policy. i would return everything to it's rightful owner. ","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","1","7281","2023-05-17 17:08:15"
"basile","2","60d8f98d9d58bf54aeb8438a","Lost Wallet","impersonal_moral","Human","1","12","95","1","You are walking down the street when you come across a wallet lying  on the ground. You open the wallet and find that it contains several hundred dollars in cash as well the owner's driver's license. From the credit cards and other items in the wallet it's very clear that the wallet's owner is wealthy. You, on the other hand, have been hit by hard times recently and could really use some extra money. You consider sending the wallet back to the owner without the cash, keeping the cash for yourself. Is it appropriate for you to keep the money you found in the wallet in order to have more money for yourself?","no","honesty is always the best policy. i would return everything to it's rightful owner. ","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","7281","2023-05-17 17:08:15"
"basile","2","12.0","Hard Times","personal_moral","AI","1","13","132","2","You are the head of a poor household in a developing country. Your   crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family? ","no","
it's unacceptable to exploit your daughter by employing her in the child pornography industry and putting her at risk of abuse and criminalization; there are other ways to feed your family.","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","1","8070","2023-05-17 17:08:23"
"basile","2","12.0","Hard Times","personal_moral","AI","1","13","132","0","You are the head of a poor household in a developing country. Your   crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family? ","no","
it's unacceptable to exploit your daughter by employing her in the child pornography industry and putting her at risk of abuse and criminalization; there are other ways to feed your family.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","1","8070","2023-05-17 17:08:23"
"basile","2","12.0","Hard Times","personal_moral","AI","1","13","132","1","You are the head of a poor household in a developing country. Your   crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family? ","no","
it's unacceptable to exploit your daughter by employing her in the child pornography industry and putting her at risk of abuse and criminalization; there are other ways to feed your family.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","8070","2023-05-17 17:08:23"
"basile","2","2.0","Infanticide","personal_moral","AI","0","14","110","0","You are a fifteen year-old girl who has become pregnant. By wearing loose   clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you’ve made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life? ","no","abandonning your baby in a dumpster is harmful to the baby and to you, causes unnecesssary suffering and should be avoided.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","7580","2023-05-17 17:08:31"
"basile","2","2.0","Infanticide","personal_moral","AI","0","14","110","1","You are a fifteen year-old girl who has become pregnant. By wearing loose   clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you’ve made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life? ","no","abandonning your baby in a dumpster is harmful to the baby and to you, causes unnecesssary suffering and should be avoided.","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","7580","2023-05-17 17:08:31"
