,item_id,question,q_id,iter,a_id,a
12,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,6,0,"
Yes, accelerating quickly is the right thing to do."
13,1,Why?,1,6,1,"

Accelerating quickly is the right thing to do because it will allow Adam to reach the five swimmers in time to save them. If Adam does not accelerate quickly, he will not be able to reach the swimmers in time and they will drown."
14,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,7,0,"
Yes, accelerating quickly is the right thing to do because it will save the five drowning swimmers."
15,1,Why?,1,7,1,"

Adam is driving his motorboat and notices five swimmers drowning in the distance. If Adam does not drive toward them at top speed, he will not arrive in time and all five will die. Therefore, in order to save the swimmers, Adam must accelerate quickly."
16,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,8,0,"
Yes, accelerating quickly is the right thing to do."
17,1,Why?,1,8,1,"

Because if Adam does not drive toward the swimmers at top speed, they will all drown."
18,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,9,0,"
Yes, accelerating quickly is the right thing to do."
19,1,Why?,1,9,1,"

Because Adam will save the five drowning swimmers."
20,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,10,0,"
Yes, accelerating quickly is the right thing to do if Adam wants to save the five drowning swimmers."
21,1,Why?,1,10,1,"

Accelerating quickly will allow Adam to reach the swimmers in time and potentially save their lives."
22,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,11,0,"
Yes, accelerating quickly is the right thing to do."
23,1,Why?,1,11,1,"

Because if Adam does not drive toward the swimmers at top speed, they will all drown."
24,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,12,0,"
Yes, accelerating quickly is the right thing to do."
25,1,Why?,1,12,1,"

Because if Adam does not drive toward the swimmers at top speed, they will all drown."
26,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,13,0,"
Yes, accelerating quickly is the right thing to do."
27,1,Why?,1,13,1,"

Because if Adam does not drive toward the swimmers at top speed, he will not arrive in time and they will all drown."
28,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,14,0,"
Yes, accelerating quickly is the right thing to do."
29,1,Why?,1,14,1,"

Because if Adam does not drive toward the swimmers at top speed, he will not arrive in time and the five swimmers will drown."
30,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,15,0,"
Yes, accelerating quickly is the right thing to do."
31,1,Why?,1,15,1,"

Because if Adam does not accelerate quickly, the five swimmers will drown."
32,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,16,0,"
Yes, accelerating quickly is the right thing to do because it will save the five drowning swimmers."
33,1,Why?,1,16,1,"

 Because if he does not accelerate quickly, he will not arrive in time and the five swimmers will drown."
34,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,17,0,"
Yes, accelerating quickly is the right thing to do in this case."
35,1,Why?,1,17,1,"

Because if Adam does not accelerate quickly, the five swimmers will drown."
36,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,18,0,"
Yes."
37,1,Why?,1,18,1,"

Because if Adam does not accelerate quickly, the five swimmers will drown."
38,1,"Adam is driving his motorboat when he notices five swimmers drowning in the 
 distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?
",0,19,0,"
Yes, accelerating quickly is the right thing to do."
39,1,Why?,1,19,1,"

Adam should accelerate quickly in order to save the five drowning swimmers. If he does not accelerate quickly, he will not arrive in time and the five swimmers will drown."
40,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,0,0,"
No, flipping the switch would cause the boxcar to hit the one person."
41,2,Why?,1,0,1,"

The right thing to do would be to leave the switch in the current position, so that the boxcar continues on the track and nobody is hit."
42,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,1,0,"
It is not clear what the right thing to do is."
43,2,Why?,1,1,1,"

There are two possible outcomes of the situation - either the boxcar will hit the person on the side track, or it will not. If Ben flips the switch, he is deliberately causing the boxcar to hit the person, which some people might say is the wrong thing to do. On the other hand, if he does not flip the switch, the boxcar might still hit the person if it is not properly aligned with the track, which some people might say is also the wrong thing to do. In this situation, it is not clear what the right thing to do is."
44,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,2,0,"
According to the trolley problem, flipping the switch to send the boxcar onto the side track is the right thing to do."
45,2,Why?,1,2,1," 

The trolley problem is a thought experiment in ethics. The scenario is as follows: there is a runaway trolley barreling down the railway tracks. Ahead, on the tracks, there are five people tied up and unable to move. The trolley is headed straight for them. You are standing some distance off in the train yard, next to a lever. If you pull this lever, the trolley will switch to a different set of tracks. However, you notice that there is one person on the side track. The person is tied up and unable to move. You have two options: do nothing, and the trolley kills the five people on the main track. Or, pull the lever, diverting the trolley onto the side track where it will kill the one person. What do you do?

The trolley problem is designed to test our intuitions about moral decisions. Most people say that it is better to divert the trolley onto the side track, even though this will kill the one person. The reason is that Diverting the trolley is the lesser of two evils. Although it will result in one death, it will save five lives."
46,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,3,0,"
No"
47,2,Why?,1,3,1,"
It would be the wrong thing to do because it would cause the death of the person working on the side track."
48,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,4,0,"
Yes, flipping the switch is the right thing to do."
49,2,Why?,1,4,1,"

The reason is that by flipping the switch, Ben is actively preventing someone from being harmed. If he does not flip the switch, then the person on the side track will be hit by the boxcar and could be seriously injured or killed. Therefore, it is better to flip the switch and send the boxcar onto the side track, even though it means that one person will be inconvenienced, than to do nothing and let someone be harmed."
50,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,5,0,"
Ben should not flip the switch."
51,2,Why?,1,5,1,"

If Ben flips the switch, the boxcar will hit the one person working on the side track. It is better for nobody to be hit, so Ben should not flip the switch."
52,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,6,0,"
No, flipping the switch would be the wrong thing to do."
53,2,Why?,1,6,1,"

Because flipping the switch would cause the boxcar to turn onto the side track and hit the one person who is working there. It is better to let the boxcar continue on its current track, even though that means that nobody will be hit."
54,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,7,0,"
It is not clear what the right thing to do is."
55,2,Why?,1,7,1,"

It is not clear what the right thing to do is because it is not clear what the consequences of flipping the switch will be. If flipping the switch will cause the boxcar to hit the one person working on the side track, then it may not be the right thing to do. However, if flipping the switch will cause the boxcar to turn onto the side track and avoid hitting anybody, then it may be the right thing to do."
56,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,8,0,"
No."
57,2,Why?,1,8,1,"

Flipping the switch will cause the boxcar to turn onto the side track and hit the one person."
58,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,9,0,"
No, because even though one person will be hit, more people could be hit if the boxcar derails."
59,2,Why?,1,9,1,"

If the boxcar derails, it could hit multiple people."
60,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,10,0,"
It is not the right thing to do because flipping the switch will cause the boxcar to hit the one person working on the side track."
61,2,Why?,1,10,1,"

Flipping the switch will cause the boxcar to turn onto the side track and hit the one person."
62,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,11,0,"
Flipping the switch is not the right thing to do."
63,2,Why?,1,11,1,"

Since there is nobody on the track, flipping the switch will cause the boxcar to turn onto the side track and hit the one person."
64,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,12,0,"
It is not the right thing to do."
65,2,Why?,1,12,1,"

It is not the right thing to do because flipping the switch will cause the boxcar to hit the one person working on the side track."
66,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,13,0,"
Yes, flipping the switch is the right thing to do."
67,2,Why?,1,13,1,"

If Ben does not flip the switch, then the boxcar will continue on the track and hit whoever is in its path. However, if Ben flips the switch, the boxcar will turn onto the side track and hit only the one person who is working on that track. While it is unfortunate that someone will get hit either way, it is better for only one person to be hit instead of multiple people."
68,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,14,0,"
There is no right answer to this question."
69,2,Why?,1,14,1,"

There is no right answer to this question because there is no one right answer. It depends on each person's individual values and beliefs. Some people might think that flipping the switch is the right thing to do because it would save the one person on the side track from being hit. Other people might think that flipping the switch is not the right thing to do because it would mean that the boxcar would be diverted from its intended track and hit the one person on the side track."
70,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,15,0,"
No, flipping the switch would cause the boxcar to turn and hit the one person working on the side track."
71,2,Why?,1,15,1,"

Flipping the switch would cause the boxcar to change tracks and hit the one person working on the side track. The right thing to do would be to leave the switch alone so the boxcar continues on the track and nobody gets hurt."
72,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,16,0,"
No, flipping the switch is not the right thing to do because it would result in somebody getting hit by the boxcar."
73,2,Why?,1,16,1,"

The principle of double effect says that it is sometimes permissible to allow a bad effect to occur if it is not the intention of the person taking the action, as long as there are not other bad effects that are reasonably foreseeable. In this case, the bad effect of the boxcar hitting somebody is reasonably foreseeable, so flipping the switch would not be permissible."
74,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,17,0,"
No. Flipping the switch would result in the one person being hit by the boxcar."
75,2,Why?,1,17,1,"

It would be the right thing to do if there was someone in the boxcar who would be killed if the boxcar continued on the track. However, since there is nobody in the boxcar, there is no need to flip the switch."
76,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,18,0,"
It is not the right thing to do."
77,2,Why?,1,18,1,"

If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. The one person will be injured or killed, and so Ben would be responsible for that. It is better to let the boxcar continue on the track, even though that means nobody will be hit."
78,2,"Ben sees that an empty runaway boxcar is headed down a track. There 
 is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?
",0,19,0,"
Yes"
79,2,Why?,1,19,1,"

It is always better to minimize the number of people who are harmed. In this case, flipping the switch will result in one person being harmed, while not flipping the switch will result in zero people being harmed. Therefore, flipping the switch is the right thing to do."
80,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,0,0,"
Yes, pushing the one visitor off the supply line is the right thing to do."
81,3,Why?,1,0,1,"

The one visitor will eventually die anyway, but the five visitors in the pod will die much sooner without oxygen. Pushing the one visitor off the supply line is the best way to save as many lives as possible."
82,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,1,0,"
Yes, pushing the one visitor is the right thing to do."
83,3,Why?,1,1,1,"

The one visitor will eventually die if he is not evacuated, but the five visitors in the pod will die if they do not have oxygen. Pushing the one visitor off the supply line will save the five visitors in the pod."
84,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,2,0,"
It is morally permissible for Connor to push the one visitor off the oxygen supply line in order to save the lives of the five other visitors."
85,3,Why?,1,2,1,"

There are a few different ethical theories that could be used to justify Connor's actions, but the most relevant here is probably the utilitarian approach. This theory holds that the morally right thing to do is the one that will produce the greatest amount of good for the greatest number of people. In this case, pushing the one visitor off the oxygen supply line will result in one death but will save the lives of five other people. Therefore, it is the morally right thing to do."
86,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,3,0,"
Yes, pushing the one visitor is the right thing to do."
87,3,Why?,1,3,1,"

It is better to save five lives than one."
88,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,4,0,"
Yes, pushing the one visitor is the right thing to do because it will save the lives of the five visitors in the pod."
89,3,Why?,1,4,1,"

The one visitor will eventually be evacuated by medics and will only sustain minor injuries. The five visitors in the pod, however, will die without oxygen. Therefore, pushing the one visitor off the supply line is the right thing to do because it will save the lives of the five visitors in the pod."
90,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,5,0,"
Yes, pushing the one visitor off the supply line to save the five visitors in the pod is the right thing to do."
91,3,Why?,1,5,1,"

The one visitor will eventually die anyway, but the five visitors in the pod will suffocate without oxygen. Pushing the one visitor off the line will give them a chance to live."
92,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,6,0,"
Yes, pushing the one visitor off the supply line is the right thing to do."
93,3,Why?,1,6,1,"

The one visitor will die regardless of whether Connor pushes him off the supply line. If Connor does not push him off, the five visitors in the pod will also die. Pushing the one visitor off the supply line is the only way to save the five visitors in the pod."
94,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,7,0,"
Yes, pushing the one visitor is the right thing to do."
95,3,Why?,1,7,1,"

The one visitor will die regardless of whether Connor pushes him off the supply line. If Connor does not push him off, the five visitors in the pod will die. Pushing the one visitor off the supply line is the only way to save the five visitors in the pod."
96,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,8,0,"
Yes, Connor should push the one visitor off the supply line. Although this will result in the death of the one visitor, it will save the lives of the five visitors in the pod."
97,3,Why?,1,8,1,"

The one visitor will eventually die anyway, whereas the five visitors in the pod will die if they do not receive oxygen. Therefore, it is more important to save the lives of the five visitors in the pod."
98,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,9,0,"
Pushing the one visitor off the supply line is the right thing to do because it will save the lives of the five visitors in the pod."
99,3,Why?,1,9,1,"

The one visitor will be evacuated by medics and will not die if he is not moved. However, the five visitors in the pod will die without oxygen. Therefore, pushing the one visitor off the supply line is the right thing to do because it will save the lives of the five visitors in the pod."
100,3,"Connor is at a new aquarium exhibit when he sees a visitor slip 
 on a wet floor, fall down, and break his neck. The visitor is still alive and can be safely evacuated by medics so long as he is not moved. He has fallen, however, on top of the oxygen supply line servicing five other visitors in an underwater observation pod. Without oxygen, the five visitors will soon die. If Connor does nothing the one visitor will be safely evacuated, but the five visitors in the pod will die. If Connor pushes the one visitor off the supply line this one visitor will die, but the five visitors in the pod will have their oxygen restored and will live. Is pushing the one visitor the right thing to do?
",0,10,0,"
Yes, pushing the one visitor is the right thing to do."
101,3,Why?,1,10,1,"

The one visitor will eventually die regardless of whether Connor pushes him off the oxygen supply line. By pushing him off, Connor will be able to restore oxygen to the other five visitors, who will then have a chance to survive."
