,q_id,question,iter,a_id,a
10,0,"You are at the wheel of a runaway trolley quickly approaching a fork 
 in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman.If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trol-ley to proceed to the right, causing the death of the single workman.Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?
",5,0,"
Yes, it is appropriate for you to hit the switch in order to avoid the deaths of the five workmen."
11,1,Why?,5,1,"

The trolley will cause the deaths of five workmen if it is not diverted, while only one workman will die if it is diverted. Therefore, it is more morally permissible to divert the trolley, even though this will cause the death of one person."
12,0,"You are at the wheel of a runaway trolley quickly approaching a fork 
 in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman.If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trol-ley to proceed to the right, causing the death of the single workman.Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?
",6,0,"
Yes."
13,1,Why?,6,1,"

The switch is the only way to avoid the deaths of the five workmen. By hitting the switch, the trolley will proceed to the right and the single workman will be killed instead. Although this is tragic, it is better than the alternative of five deaths."
14,0,"You are at the wheel of a runaway trolley quickly approaching a fork 
 in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman.If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trol-ley to proceed to the right, causing the death of the single workman.Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?
",7,0,"
Yes, it is appropriate to hit the switch in order to avoid the deaths of the five workmen."
15,1,Why?,7,1,"

The trolley is going to kill five people if it goes down the left track, and only one person if it goes down the right track. Hitting the switch will save more lives, so it is the right thing to do."
16,0,"You are at the wheel of a runaway trolley quickly approaching a fork 
 in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman.If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trol-ley to proceed to the right, causing the death of the single workman.Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?
",8,0,"
Yes, it is appropriate for you to hit the switch in order to avoid the deaths of the five workmen."
17,1,Why?,8,1,"

There are several reasons why this course of action may be seen as the most ethical. First, it could be argued that the death of one person is less serious than the death of five people. Second, the death of the five workers is likely to have a greater impact on their families and the community than the death of the one worker. Third, the five workers are innocent bystanders who are not responsible for the situation, whereas the one worker is responsible for his own death. Finally, hitting the switch is the only way to save the lives of the five workers, so it is the only ethically permissible course of action."
18,0,"You are at the wheel of a runaway trolley quickly approaching a fork 
 in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman.If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trol-ley to proceed to the right, causing the death of the single workman.Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?
",9,0,"
Yes."
19,1,Why?,9,1, Because the death of one person is preferable to the deaths of five people.
20,0,"You are the late-night watchman in a hospital. Due to an accident in 
 the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths.The only way to avoid the deaths of these patients is to hit a cer-tain switch, which will cause the fumes to bypass the room contain-ing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death.Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?
",0,0,"
Yes, it is appropriate to hit the switch in order to avoid the deaths of the three patients."
21,1,Why?,0,1,"

The reason is that the greater good is served by saving the three patients, even though it results in the death of the one patient. This is an example of the utilitarian moral principle, which holds that the morally right action is the one that produces the greatest amount of good for the greatest number of people."
22,0,"You are the late-night watchman in a hospital. Due to an accident in 
 the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths.The only way to avoid the deaths of these patients is to hit a cer-tain switch, which will cause the fumes to bypass the room contain-ing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death.Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?
",1,0,"
Yes, it is appropriate to hit the switch in order to avoid the deaths of the three patients."
23,1,Why?,1,1,"

The principle of utilitarianism holds that the morally right action is the one that maximizes utility, or happiness. In this case, hitting the switch will save the lives of three patients, while causing the death of only one. Therefore, it will result in more happiness overall, and is therefore the morally right action."
24,0,"You are the late-night watchman in a hospital. Due to an accident in 
 the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths.The only way to avoid the deaths of these patients is to hit a cer-tain switch, which will cause the fumes to bypass the room contain-ing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death.Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?
",2,0,"
Yes, it is appropriate for the watchman to hit the switch in order to avoid the deaths of the three patients."
25,1,Why?,2,1,"

The watchman has a duty to preserve life whenever possible. In this case, hitting the switch is the only way to save the lives of the three patients. Therefore, the watchman should hit the switch."
26,0,"You are the late-night watchman in a hospital. Due to an accident in 
 the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths.The only way to avoid the deaths of these patients is to hit a cer-tain switch, which will cause the fumes to bypass the room contain-ing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death.Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?
",3,0,"
Yes, it is appropriate to hit the switch in order to avoid the deaths of the three patients."
27,1,Why?,3,1,"

It is appropriate to hit the switch in order to avoid the deaths of the three patients because it is the lesser of two evils. If the switch is not hit, then all four patients will die. Hitting the switch will cause the death of the one patient, but will save the lives of the three patients. Therefore, it is the lesser of two evils and is the appropriate thing to do."
28,0,"You are the late-night watchman in a hospital. Due to an accident in 
 the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths.The only way to avoid the deaths of these patients is to hit a cer-tain switch, which will cause the fumes to bypass the room contain-ing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death.Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?
",4,0,"
Yes, it is appropriate for the watchman to hit the switch in order to avoid the deaths of the three patients."
29,1,Why?,4,1,"

The three patients in the room are innocent and have not done anything to deserve death. The watchman, by hitting the switch, is taking active steps to save their lives. The single patient in the other room is not innocent - he is responsible for the accident that caused the deadly fumes. He knew the risks involved in what he was doing and chose to do it anyway. As a result, his death is not the watchman's responsibility."
30,0,"You are the late-night watchman in a hospital. Due to an accident in 
 the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths.The only way to avoid the deaths of these patients is to hit a cer-tain switch, which will cause the fumes to bypass the room contain-ing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death.Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?
",5,0,"
Yes, it is appropriate to hit the switch in order to avoid the deaths of the three patients."
31,1,Why?,5,1,"

The reason is that, although the death of the single patient is regrettable, it is less bad than the death of three patients. In other words, the death of the single patient is a necessary evil in order to save the lives of the three patients."
32,0,"You are the late-night watchman in a hospital. Due to an accident in 
 the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths.The only way to avoid the deaths of these patients is to hit a cer-tain switch, which will cause the fumes to bypass the room contain-ing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death.Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?
",6,0,"
Yes, it is appropriate for you to hit the switch in order to avoid the deaths of the three patients."
33,1,Why?,6,1,"

The reason why it is appropriate for you to hit the switch is because it will save more lives than it will cost. By hitting the switch, you will cause the fumes to bypass the room containing the three patients, thus saving their lives. However, the fumes will enter the room containing the single patient, causing his death. Although this is tragic, it is less tragic than the deaths of three patients. Therefore, hitting the switch is the morally correct thing to do."
34,0,"You are the late-night watchman in a hospital. Due to an accident in 
 the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths.The only way to avoid the deaths of these patients is to hit a cer-tain switch, which will cause the fumes to bypass the room contain-ing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death.Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?
",7,0,"
Yes, it is appropriate for the watchman to hit the switch in order to avoid the deaths of the three patients."
35,1,Why?,7,1,"

The watchman has a duty to protect the patients under his care, and hitting the switch is the best way to accomplish this. Although the single patient will die as a result of the watchman's actions, this is outweighed by the fact that three lives will be saved."
36,0,"You are the late-night watchman in a hospital. Due to an accident in 
 the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths.The only way to avoid the deaths of these patients is to hit a cer-tain switch, which will cause the fumes to bypass the room contain-ing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death.Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?
",8,0,"
Yes, it is appropriate for you to hit the switch in order to avoid the deaths of the three patients."
37,1,Why?,8,1,"

The reason is that, although the death of the single patient is tragic, it is not as tragic as the death of three patients. In other words, the death of the single patient is outweighed by the lives saved."
38,0,"You are the late-night watchman in a hospital. Due to an accident in 
 the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths.The only way to avoid the deaths of these patients is to hit a cer-tain switch, which will cause the fumes to bypass the room contain-ing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death.Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?
",9,0,"
Yes, it is appropriate to hit the switch in order to avoid the deaths of the three patients."
39,1,Why?,9,1,"

The reason is that, even though the death of the single patient is a tragedy, it is not as great a tragedy as the deaths of the three patients. Therefore, it is better to hit the switch and cause the death of the single patient than to do nothing and cause the deaths of the three patients."
40,0,"You are at home one day when the mail arrives. You receive a 
 letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization.The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world.Is it appropriate for you to not make a donation to this organiza-tion in order to save money?
",0,0,"
It is not appropriate for you to not make a donation to this organization in order to save money."
41,1,Why?,0,1,"

The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world. By not making a donation, you are choosing to save money over helping those in need."
42,0,"You are at home one day when the mail arrives. You receive a 
 letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization.The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world.Is it appropriate for you to not make a donation to this organiza-tion in order to save money?
",1,0,"
No, it is not appropriate for you to not make a donation to this organization in order to save money."
43,1,Why?,1,1,"

There are a few reasons why it would not be appropriate to not make a donation to this organization in order to save money. First, as the letter points out, this donation will go towards providing needed medical attention to poor people in another part of the world. This is a worthy cause, and one that you should feel good about supporting. Additionally, this is a reputable organization, so you can be confident that your donation will be used for its intended purpose. Finally, while two hundred dollars may seem like a lot of money, it is a relatively small amount compared to what most people spend on a regular basis. For example, many people spend more than two hundred dollars on entertainment or eating out every month. In comparison, a one-time donation of two hundred dollars to this organization is a very reasonable amount."
44,0,"You are at home one day when the mail arrives. You receive a 
 letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization.The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world.Is it appropriate for you to not make a donation to this organiza-tion in order to save money?
",2,0,"
It is not appropriate for you to not make a donation to this organization in order to save money."
45,1,Why?,2,1,"

There are a few reasons why it would not be appropriate to not make a donation to this organization in order to save money. First, the organization is reputable and is asking for a donation in order to help poor people in another part of the world. Second, a two hundred-dollar donation is not a lot of money, and it could make a big difference to the people who need help. Finally, even if you can't afford to make a large donation, every little bit helps, and refusing to make a donation at all is not helpful."
46,0,"You are at home one day when the mail arrives. You receive a 
 letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization.The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world.Is it appropriate for you to not make a donation to this organiza-tion in order to save money?
",3,0,"
It is not appropriate for you to not make a donation to this organization in order to save money."
47,1,Why?,3,1,"

There are a few reasons why it would not be appropriate to not make a donation to this organization in order to save money. First, the organization is reputable and is asking for a donation in order to help poor people in another part of the world. Second, a two hundred-dollar donation is not a lot of money, and it could make a big difference to the people who need help. Finally, even if you can't afford to make a large donation, every little bit helps, and any amount that you can give would be appreciated."
48,0,"You are at home one day when the mail arrives. You receive a 
 letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization.The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world.Is it appropriate for you to not make a donation to this organiza-tion in order to save money?
",4,0,"
No, it is not appropriate to not make a donation to this organization in order to save money."
49,1,Why?,4,1,"

The letter is from a reputable international aid organization and explains that a two hundred-dollar donation will allow them to provide needed medical attention to some poor people in another part of the world. Therefore, not making a donation in this case would be considered selfish and would go against the principle of helping those in need."
50,0,"You are at home one day when the mail arrives. You receive a 
 letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization.The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world.Is it appropriate for you to not make a donation to this organiza-tion in order to save money?
",5,0,"
There is no right or wrong answer to this question. It is up to the individual to decide whether or not to make a donation to the organization. Some people may feel that it is their moral obligation to help those in need, while others may feel that they cannot afford to make a donation."
51,1,Why?,5,1,"

There is no right or wrong answer to this question. It is up to the individual to decide whether or not to make a donation to the organization. Some people may feel that it is their moral obligation to help those in need, while others may feel that they cannot afford to make a donation."
52,0,"You are at home one day when the mail arrives. You receive a 
 letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization.The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world.Is it appropriate for you to not make a donation to this organiza-tion in order to save money?
",6,0,"
No, it is not appropriate for you to not make a donation to this organization in order to save money."
53,1,Why?,6,1,"

If the organization is reputable and is asking for a donation to help provide medical attention to poor people in another part of the world, then it is not appropriate for you to not make a donation in order to save money."
54,0,"You are at home one day when the mail arrives. You receive a 
 letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization.The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world.Is it appropriate for you to not make a donation to this organiza-tion in order to save money?
",7,0,"
No, it is not appropriate."
55,1,Why?,7,1,"

There are a number of reasons why it is not appropriate to not make a donation to this organization in order to save money. First, as the letter states, a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world. Second, by not making a donation, you would be going against the purpose of the organization, which is to help those in need. Finally, your donation would be tax-deductible, meaning that you would be able to save money on your taxes."
56,0,"You are at home one day when the mail arrives. You receive a 
 letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization.The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world.Is it appropriate for you to not make a donation to this organiza-tion in order to save money?
",8,0,"
No, it is not appropriate to not make a donation to this organization in order to save money."
57,1,Why?,8,1,"

There are a few reasons why it is not appropriate to not make a donation to this organization in order to save money. First, as the letter explains, the donation will go towards providing medical attention to people who otherwise would not have access to it. This means that the donation will potentially save lives. Second, even if you can't afford to make a large donation, every little bit helps. And finally, by not making a donation you are missing an opportunity to help make the world a better place."
58,0,"You are at home one day when the mail arrives. You receive a 
 letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization.The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world.Is it appropriate for you to not make a donation to this organiza-tion in order to save money?
",9,0,"
No, it is not appropriate to not make a donation to this organization in order to save money."
59,1,Why?,9,1,"

The organization is reputable and is asking for a donation to help provide medical attention to people in need. Not making a donation in this instance would be considered stingy and would go against the spirit of giving."
60,0,"You work for the Bureau of Health, a government agency. You are deciding 
 whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to pre-vent.All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vac-cine.Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?
",0,0,"
Yes, it is appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health."
61,1,Why?,0,1,"

The chances of getting the disease by taking the vaccine are very small, while the chances of getting the disease if people are not vaccinated are much higher. Therefore, it is in the best interest of public health to encourage people to take the vaccine."
62,0,"You work for the Bureau of Health, a government agency. You are deciding 
 whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to pre-vent.All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vac-cine.Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?
",1,0,"
Yes, it is appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health."
63,1,Why?,1,1,"

The chances of getting the disease by taking the vaccine are very small, while the chances of getting the disease if you are not vaccinated are much higher. Therefore, it is in the best interest of public health to encourage people to take the vaccine."
64,0,"You work for the Bureau of Health, a government agency. You are deciding 
 whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to pre-vent.All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vac-cine.Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?
",2,0,"
Yes, it is appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health."
65,1,Why?,2,1,"

The purpose of the Bureau of Health is to promote national health, and the available evidence suggests that the use of this vaccine will help to achieve that goal. Although there is a small risk that some people who take the vaccine will develop the disease it is designed to prevent, the chances of developing the disease without the vaccine are much higher. As such, it is in the best interest of national health to encourage the use of the vaccine."
66,0,"You work for the Bureau of Health, a government agency. You are deciding 
 whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to pre-vent.All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vac-cine.Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?
",3,0,"
Yes, it is appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health."
67,1,Why?,3,1, The chances of getting the disease by taking the vaccine are much lower than the chances of getting the disease by not taking the vaccine.
68,0,"You work for the Bureau of Health, a government agency. You are deciding 
 whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to pre-vent.All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vac-cine.Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?
",4,0,"
Yes, it is appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health."
69,1,Why?,4,1,"
The available evidence suggests that the chances of getting the disease by taking the vaccine are much lower than the chances of getting the disease by not taking the vaccine. Therefore, it is in the best interest of public health to encourage the use of the vaccine."
70,0,"You work for the Bureau of Health, a government agency. You are deciding 
 whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to pre-vent.All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vac-cine.Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?
",5,0,"
Yes, it is appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health."
71,1,Why?,5,1,"
The available evidence suggests that the chances of getting the disease by taking the vaccine are much lower than the chances of getting the disease due to lack of vaccination."
72,0,"You work for the Bureau of Health, a government agency. You are deciding 
 whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to pre-vent.All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vac-cine.Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?
",6,0,"
Yes, it is appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health."
73,1,Why?,6,1,"

The available evidence strongly suggests that the chances of getting the disease by not taking the vaccine are much higher than the chances of getting the disease by taking the vaccine. Therefore, it is in the best interest of public health to encourage the use of the vaccine."
74,0,"You work for the Bureau of Health, a government agency. You are deciding 
 whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to pre-vent.All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vac-cine.Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?
",7,0,"
Yes, because the chances of getting the disease without the vaccine are much higher than the chances of getting the disease from the vaccine."
75,1,Why?,7,1,"
The risks of not taking the vaccine are much greater than the risks of taking the vaccine."
76,0,"You work for the Bureau of Health, a government agency. You are deciding 
 whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to pre-vent.All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vac-cine.Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?
",8,0,"
Yes, it is appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health."
77,1,Why?,8,1," 

The chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine."
78,0,"You work for the Bureau of Health, a government agency. You are deciding 
 whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to pre-vent.All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vac-cine.Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?
",9,0,"
Yes, it is appropriate for the agency to encourage the use of the vaccine."
79,1,Why?,9,1,"

The available evidence suggests that the benefits of taking the vaccine outweigh the risks. Therefore, it is in the best interest of public health to encourage people to take the vaccine."
80,0,"You are a member of a government legislature. The legislature is deciding between 
 two different policies concerning environmental hazards.Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10,000 deaths.Is it appropriate for you to vote for Policy A over Policy B?6.Environmental Policy A2You are a member of a government legislature. The legislature is deciding between two different policies concerning environmental hazards.Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy B over Policy A?7. Sculpture You are visiting the sculpture garden of a wealthy art collector. The garden overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman.The only way to save the workman’s life is to push one of the art collector’sprized sculptures down into the valley so that it will roll onto the tracks and block the trolley’s passage. Doing this will destroy the sculpture.Is it appropriate for you to destroy the sculpture in order to save this workman’s life?
",0,0,"
Yes, it is appropriate to destroy the sculpture in order to save the workman’s life."
