,q_id,question,iter,a_id,a
38,0,"You are bringing home a number of plants from a store that is 
 about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased.You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace.Would you make two trips home in order to avoid ruining the upholstery of your car?
",9,0,"
Yes"
39,1,Why?,9,1,"

I would make two trips home to avoid ruining the upholstery of my car. I would rather have to make two trips than have to replace the upholstery."
40,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",0,0,"
Yes"
41,1,Why?,0,1,"

Please provide more information."
42,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",1,0,"
Yes, I would schedule Mr. Morris at 3:00 PM to allow Mrs. Santiago to have her appointment at 10:00 AM."
43,1,Why?,1,1,"

Since Mr. Morris has a more flexible schedule, it would make sense to accommodate Mrs. Santiago's less flexible schedule. By doing so, both Mr. Morris and Mrs. Santiago can have their appointments next Monday."
44,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",2,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
45,1,Why?,2,1,"

Since Mrs. Santiago's schedule is less flexible, it would make more sense to give her the 10:00 AM appointment slot and Mr. Morris the 3:00 PM slot. This would allow both parties to have their appointments next Monday."
46,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",3,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
47,1,Why?,3,1,"

Since Mrs. Santiago's schedule is less flexible, it would make more sense to schedule her for the 10:00 AM appointment. This would allow Mr. Morris to have the 3:00 PM appointment, and both patients would be able to be seen on Monday."
48,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",4,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
49,1,Why?,4,1,"

This is the only way to accommodate both patients' schedules."
50,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",5,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
51,1,Why?,5,1,"

Because Mr. Morris' schedule is more flexible, and he can have his appointment at 3:00 PM. This would allow Mrs. Santiago to have her appointment at 10:00 AM."
52,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",6,0,"
No, I would not schedule Mr. Morris for 3:00 PM."
53,1,Why?,6,1,"

Because Mrs. Santiago can only have her appointment at 10:00 AM, I would schedule her for 10:00 AM and Mr. Morris for 10:00 AM as well."
54,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",7,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
55,1,Why?,7,1,"

Since Mrs. Santiago can only have her appointment at 10:00 AM, it would make the most sense to schedule Mr. Morris for 3:00 PM so that both patients can be seen on Monday."
56,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",8,0,"
Yes, I would schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday."
57,1,Why?,8,1,"

This would be the most accommodating option for both patients."
58,0,"You are in charge of scheduling appointments in a dentist’s office. Two people, 
 Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM.Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM.Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?
",9,0,"
Yes"
59,1,Why?,9,1,"

If Mr. Morris can only have his appointment at 10:00 AM, then that is the only time that Mrs. Santiago can have her appointment."
60,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",0,0,"
Yes, I would purchase the generic brand."
61,1,Why?,0,1," 

The pharmacist is someone I trust and he says it is the same product, just a different brand. I would rather buy the generic brand from someone I trust then search for the name-brand product."
62,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",1,0,"
Yes, I would purchase the generic brand."
63,1,Why?,1,1,"

The generic brand is likely to be just as effective as the name-brand product, and it is usually much cheaper. In this case, the pharmacist's recommendation is also a factor. If I trust the pharmacist's opinion, then I am more likely to trust that the generic brand will be just as effective as the name-brand product."
64,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",2,0,"
Yes, I would purchase the generic brand."
65,1,Why?,2,1,"
The pharmacist is someone I trust and he says it is exactly the same."
66,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",3,0,"
I would purchase the generic brand if the pharmacist told me it was exactly the same."
67,1,Why?,3,1,"

I would trust the pharmacist's recommendation because I have known him for a long time and I trust his judgement."
68,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",4,0,"
Yes, I would purchase the generic brand because I trust the pharmacist's opinion."
69,1,Why?,4,1,"

The pharmacist is a trusted source of information and I trust that he would not steer me wrong. If he says that the generic brand is exactly the same as the name-brand product, then I believe him."
70,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",5,0,"
I would purchase the generic brand. I trust my pharmacist and if he says it is exactly the same, then I believe him."
71,1,Why?,5,1,"

I would purchase the generic brand because I trust my pharmacist and he says it is exactly the same. I believe him because he is a professional and he would not recommend something to me that was not good quality."
72,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",6,0,"
Yes, I would purchase the generic brand."
73,1,Why?,6,1,"

The pharmacist is someone that I trust and he says that the generic brand is exactly the same as the name-brand product."
74,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",7,0,"
Yes, I would purchase the generic brand instead of searching further for the name-brand product."
75,1,Why?,7,1,"
The pharmacist is someone I trust and he says it's the same thing."
76,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",8,0,"
Yes, I would purchase the generic brand."
77,1,Why?,8,1,"

The pharmacist is someone I trust and he says the generic brand is exactly the same, so I believe him. Plus, it's likely to be cheaper than the name-brand product."
78,0,"You have a headache. You go to the pharmacy with the intention of 
 buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for.The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?
",9,0,"
Yes, I would purchase the generic brand instead of searching further for the name-brand product."
79,1,Why?,9,1,"
The pharmacist is someone I trust and he says it is exactly the same."
80,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",0,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
81,1,Why?,0,1," 

I don't like walnuts, but I do like macadamia nuts."
82,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",1,0,"
Yes, I would substitute macadamia nuts for walnuts."
83,1,Why?,1,1," 

I don't like walnuts."
84,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",2,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
85,1,Why?,2,1,"
I don't like the taste of walnuts."
86,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",3,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
87,1,Why?,3,1," 
I do not like the taste of walnuts."
88,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",4,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
89,1,Why?,4,1,"

I don't like the taste of walnuts, but I do like the taste of macadamia nuts. Therefore, I would rather have macadamia nuts in my brownies than walnuts."
90,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",5,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
91,1,Why?,5,1,"

I would substitute macadamia nuts for walnuts in order to avoid eating walnuts because I do not like the taste of walnuts."
92,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",6,0,"
Yes, I would substitute macadamia nuts for walnuts."
93,1,Why?,6,1," 
I don't like walnuts."
94,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",7,0,"
Yes, I would substitute macadamia nuts for walnuts to avoid eating walnuts."
95,1,Why?,7,1,"
I don't like walnuts."
96,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",8,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
97,1,Why?,8,1,"
I don't like walnuts."
98,0,"You have decided to make a batch of brownies for yourself. You open 
 your recipe book and find a recipe for brownies.The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you.Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?
",9,0,"
Yes, I would substitute macadamia nuts for walnuts in order to avoid eating walnuts."
99,1,Why?,9,1,"
I don't like the taste of walnuts."
100,0,"You need to travel from New York to Boston in order to attend 
 a meeting that starts at 2:00 PM. You can take either the train or the bus.The train will get you there just in time for your meeting no matter what. The bus is scheduled to arrive an hour before your meeting, but the bus is occasionally several hours late because of traffic. It would be nice to have an extra hour before the meeting, but you cannot afford to be late.Would you take the train instead of the bus in order to ensure your not being late for your meeting?
",0,0,"
Yes, I would take the train instead of the bus."
101,1,Why?,0,1,"

The train will get you there just in time for your meeting, while the bus is occasionally several hours late because of traffic."
102,0,"You need to travel from New York to Boston in order to attend 
 a meeting that starts at 2:00 PM. You can take either the train or the bus.The train will get you there just in time for your meeting no matter what. The bus is scheduled to arrive an hour before your meeting, but the bus is occasionally several hours late because of traffic. It would be nice to have an extra hour before the meeting, but you cannot afford to be late.Would you take the train instead of the bus in order to ensure your not being late for your meeting?
",1,0,"
Yes, I would take the train instead of the bus in order to ensure that I am not late for my meeting."
